,Genes,LogChange,LogChange_Thresh
22676,RP11-513D4.1,0.0,0.0
22677,SEC14L1P1,-20.836183131730717,-2.0
22678,S1PR3,2.8831443140735953,2.0
22679,RPS7P14,-17.973744859363002,-2.0
22680,CTBP2P6,-17.510957519078104,-2.0
22681,RP1-172N19.4,0.0,0.0
22682,SLC35F6,1.5892906426550986,1.5892906426550986
22683,RPL17P50,0.0,0.0
22684,SETP22,0.0,0.0
22685,RP5-849H19.2,-16.985331975280985,-2.0
22686,EEF1A1P15,-17.87283757365312,-2.0
22687,AL590762.7,0.0,0.0
22688,HMGB1P10,20.936818620297373,2.0
22689,SLC16A14P1,0.0,0.0
22690,PHBP7,0.0,0.0
22691,PIGCP1,-16.363849585874625,-2.0
22692,FAM209B,0.0,0.0
22693,FABP5P5,0.0,0.0
22694,AC004692.5,-18.488159492604918,-2.0
22695,CLIC1,-0.7667425245304289,-0.7667425245304289
22696,HMGN2P30,0.0,0.0
22697,DDAH2,-2.449851979084099,-2.0
22698,PRDX2P2,0.0,0.0
22699,RPS2P52,0.0,0.0
22700,LA16c-60G3.7,0.0,0.0
22701,AC098828.3,0.0,0.0
22702,POLD2P1,0.0,0.0
22703,RAB5CP1,0.0,0.0
22704,ANAPC10P1,0.0,0.0
22705,RP11-662I13.1,0.0,0.0
22706,AC007679.1,16.747858376962185,2.0
22707,SERBP1P1,0.0,0.0
22708,RPS29,-1.329408477285486,-1.329408477285486
22709,ZNF337-AS1,-1.3737248272331206,-1.3737248272331206
22710,RPS10P14,-2.6141849465038476,-2.0
22711,RP13-278H16.2,0.0,0.0
22712,KB-1683C8.1,16.58091277121802,2.0
22713,CTA-268H5.9,0.0,0.0
22714,CENPBD1P1,-1.1898808400529903,-1.1898808400529903
22715,RP11-284B18.3,16.733503215074276,2.0
22716,RP11-342F17.1,-17.52545701153165,-2.0
22717,CTC-451P13.1,-1.2473197558118854,-1.2473197558118854
22718,UGT2B11,0.0,0.0
22719,ATP6V1G2,0.0,0.0
22720,MT1P1,0.0,0.0
22721,ZNF134,0.031280059182709374,0.031280059182709374
22722,ACTBP2,0.17123190942017033,0.17123190942017033
22723,FAM210CP,0.0,0.0
22724,KRT8P37,16.55205820586109,2.0
22725,EIF1P7,0.0,0.0
22726,AC010904.1,0.0,0.0
22727,CTD-2224J9.8,16.318470129123575,2.0
22728,HNRNPA1P32,0.0,0.0
22729,RP11-452G18.1,-17.973744859363002,-2.0
22730,GTF2H4,3.760679201425529,2.0
22731,PSMC1P2,-16.037726498494774,-2.0
22732,DDX47,-2.157733398891161,-2.0
22733,RPL35P4,0.0,0.0
22734,RP11-449L13.2,0.0,0.0
22735,NHP2P2,0.0,0.0
22736,RPL7AP38,-16.985331975280985,-2.0
22737,OLA1P1,0.0,0.0
22738,RP11-941H19.2,0.0,0.0
22739,ZNF888,17.73349659505675,2.0
22740,AC004129.9,0.0,0.0
22741,ZNF845,3.974163998840135,2.0
22742,ZNF321P,0.8423797003527796,0.8423797003527796
22743,KLRK1,-16.630543890742693,-2.0
22744,CNN2P4,0.0,0.0
22745,RPL13P2,-2.4017659385115087,-2.0
22746,CEACAM18,0.0,0.0
22747,CFL1P5,18.80671687106784,2.0
22748,TMX2P1,20.591990317356284,2.0
22749,SUGT1P2,0.0,0.0
22750,AC098614.2,1.2831739662637283,1.2831739662637283
22751,AC104306.1,0.0,0.0
22752,RP11-324J13.1,1.0517888028549907,1.0517888028549907
22753,EMP2,-4.680279502371963,-2.0
22754,CNN2P6,16.733503215074276,2.0
22755,VDAC1P2,0.0,0.0
22756,RP11-12M9.4,-0.06530591170225471,-0.06530591170225471
22757,KCTD11,2.725509860110955,2.0
22758,RPL21P75,-20.30644134752324,-2.0
22759,CTD-2270N23.1,17.08818413103865,2.0
22760,XX-C2158C12.2,-19.399291434435934,-2.0
22761,EEF1B2P2,-18.695377764681325,-2.0
22762,C8orf44,0.0,0.0
22763,YBX1P10,0.0,0.0
22764,RP11-829H16.2,-16.750836986906087,-2.0
22765,TAF9BP1,0.0,0.0
22766,AC092798.2,-16.750836986906087,-2.0
22767,RP11-678D18.1,0.0,0.0
22768,AC005019.2,0.0,0.0
22769,RPL7AP64,0.0,0.0
22770,CFL1P7,0.0,0.0
22771,RPL7AP7,16.566557625412006,2.0
22772,NPM1P6,-0.44755233350862555,-0.44755233350862555
22773,CYB5P4,0.0,0.0
