"Pathway","Mean_Tfh","mean_non_tfh","Cliffs_Delta","P_Value"
"PID-TCPTP-PATHWAY",8153.44426832455,8075.15513427911,0.0589505552222095,8.80495270591008e-05
"PID-TCR-CALCIUM-PATHWAY",7635.30389908404,7397.469917552,0.152705330873186,3.05613246457883e-24
"PID-TCR-JNK-PATHWAY",7513.73699915242,7177.56773314084,0.113685293113035,3.96018903532945e-14
"PID-TCR-PATHWAY",9200.66967227886,8916.16852126678,0.200031743835824,2.13543939173348e-40
"PID-TCR-RAS-PATHWAY",8621.42325424962,8640.49924025997,-0.008375225008566,0.577450273886605
"PID-TELOMERASE-PATHWAY",7580.52846229637,7505.95233861516,0.0596041994092,7.34442463126558e-05
"PID-TGFBR-PATHWAY",7138.58432494028,7193.69471223535,-0.0373318233562779,0.0130173655281608
"PID-THROMBIN-PAR1-PATHWAY",6496.2178169048,6615.31943371623,-0.0849431801425148,1.60092067130313e-08
"PID-THROMBIN-PAR4-PATHWAY",6408.33905550448,6416.31091550216,-0.0013441262375136,0.928758338623215
"PID-TNF-PATHWAY",8332.84913134464,8520.3879809677,-0.159870965597082,2.05826928004556e-26
"PID-TOLL-ENDOGENOUS-PATHWAY",8668.15887939828,8632.89407610794,0.0392553282189295,0.00902133442813591
"PID-TRAIL-PATHWAY",8245.1960246817,8292.38939531742,-0.0327450535650419,0.029392353691754
"PID-TRKR-PATHWAY",7153.70232107388,6905.99024222104,0.218293672306023,8.94586726263732e-48
"PID-TXA2PATHWAY",6372.40143888485,6426.1229006084,-0.0493658471716618,0.00102420435621308
"PID-UPA-UPAR-PATHWAY",4673.86419015064,4861.15188279437,-0.215800923252306,9.91478079487827e-47
"PID-VEGFR1-2-PATHWAY",7606.65772048851,7307.42239400166,0.244746368360404,1.35925167231679e-59
"PID-VEGFR1-PATHWAY",7182.05620926858,6783.14531185958,0.222629708691323,1.27690156433004e-49
"PID-VEGF-VEGFR-PATHWAY",6813.05548319777,6763.31599577692,0.0136397149703823,0.364245729553196
"PID-WNT-CANONICAL-PATHWAY",8222.10011658257,8035.11337591855,0.148180225627893,6.40051229648078e-23
"PID-WNT-NONCANONICAL-PATHWAY",8241.01239886418,8193.37928157753,0.0434987069212822,0.00380959258722911
"PID-WNT-SIGNALING-PATHWAY",5360.56489622357,5419.66508709843,-0.0762503559116728,3.9336988962669e-07
