"Pathway","Mean_Tfh","mean_non_tfh","Cliffs_Delta","P_Value"
"PID-SMAD2-3PATHWAY",5840.07434026297,5700.43164162499,0.0465426458785973,0.01098170996361
"PID-SYNDECAN-1-PATHWAY",5512.87352654264,5980.74021842205,-0.555479272006006,2.23815283905955e-202
"PID-SYNDECAN-2-PATHWAY",6566.87573523869,6588.49358605121,-0.0162347878210962,0.375010926252404
"PID-SYNDECAN-3-PATHWAY",7177.24358255417,6771.90738395259,0.291067157625158,5.83448413545609e-57
"PID-SYNDECAN-4-PATHWAY",4688.28767356954,4740.3915723843,-0.0422460952669238,0.0209714567043928
"PID-TAP63-PATHWAY",4778.04583279798,4855.31841257497,-0.0722686782953996,7.8457606382091e-05
"PID-TCPTP-PATHWAY",7494.95948573076,7639.13394889656,-0.102337064644417,2.24298795959991e-08
"PID-TCR-CALCIUM-PATHWAY",6945.82986848421,7181.02470423726,-0.14266887983001,6.38809341540317e-15
"PID-TCR-JNK-PATHWAY",6860.5305739433,7262.38402072846,-0.138495799038927,3.79005118301199e-14
"PID-TCR-PATHWAY",8585.94827985912,8853.24516549792,-0.19223952348615,8.21006556543181e-26
"PID-TCR-RAS-PATHWAY",7962.94271663197,7679.97089412535,0.104819903335079,1.01738591921473e-08
"PID-TELOMERASE-PATHWAY",7001.53594253281,7263.82162218955,-0.178358130188969,1.91398538892467e-22
"PID-TGFBR-PATHWAY",6490.47289327595,6979.25029203637,-0.291093544320687,5.70168330011891e-57
"PID-THROMBIN-PAR1-PATHWAY",5850.81021752763,6155.23911231951,-0.214468074089858,1.0131493216419e-31
"PID-THROMBIN-PAR4-PATHWAY",5711.60520966419,5840.81322898342,-0.0736183826648372,5.7506166045177e-05
"PID-TNF-PATHWAY",7692.94847977617,8150.67433124902,-0.366444487371228,3.39476112770149e-89
"PID-TOLL-ENDOGENOUS-PATHWAY",8048.56267200307,8020.92724729242,0.0338182842872705,0.0646073381461951
"PID-TRAIL-PATHWAY",7608.06748957038,7606.42028381481,-0.00411582664040609,0.822062375307783
"PID-TRKR-PATHWAY",6479.51576267004,6353.8832310147,0.100639354611299,3.81169563197056e-08
"PID-TXA2PATHWAY",5541.91766079632,5651.5354962987,-0.0986732968632691,6.97060008832489e-08
"PID-UPA-UPAR-PATHWAY",4179.74375571666,4293.48341442385,-0.133371303622246,3.14640908613908e-13
"PID-VEGFR1-2-PATHWAY",6857.52104678095,6729.4594281173,0.0989600654788339,6.38757666853147e-08
"PID-VEGFR1-PATHWAY",6497.47845496813,5975.11951737398,0.2775721053795,5.78331151139343e-52
"PID-VEGF-VEGFR-PATHWAY",5893.6124886748,5715.43683795129,0.112003805658502,9.33614728261612e-10
"PID-WNT-CANONICAL-PATHWAY",7572.07005931827,7302.05328023299,0.202872863922318,1.469519209758e-28
"PID-WNT-NONCANONICAL-PATHWAY",7591.13807330556,7670.30780230736,-0.0708691877079819,0.000107685332688058
"PID-WNT-SIGNALING-PATHWAY",4324.07011141773,4177.57184756806,0.181023435368528,4.51381816122728e-23
